,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Reporting Category,Standard Description
10,2019,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA309787,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.A.1,SR,SP,7.SP.A.1,Determine which sampling strategy will result in a representative sample of a population.,1,57,35,22,Statistics and Probability," Understand that statistics can be used to gain information about a population by examining a sample of
the population; Generalizations about a population from a sample are valid only if the sample is
representative of that population. Understand that random sampling tends to produce representative
samples and support valid inferences."
11,2019,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA715009326,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.4,CR,EE,7.EE.B.4,"Given a real-world context, create an equation and an inequality with variables, and use them to solve problems.",4,65,55,10,Expressions and Equations,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
12,2019,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA311110,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.A.2,SA,GE,7.G.A.2,Determine if a unique triangle can be formed using a given set of conditions.,1,18,21,-3,Geometry,"Draw (freehand, with ruler and protractor, and with technology) two-dimensional geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle."
13,2019,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA703880042,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.B.3,SR,SP,7.SP.B.3,Create correct comparison statements about mean and mean absolute deviation based on line plots.,1,47,38,9,Statistics and Probability,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability.
For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team and both distributions have similar variability (mean absolute deviation) of about 5cm. The difference between the mean heights of the two teams (10 cm) is about twice the variability (5 cm) on either team. On a dot plot, the separation between the two distributions of heights is noticeable."
14,2019,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA311145,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.8,SA,SP,7.SP.C.8,Determine the probability of a given compound event by using a tree diagram.,1,43,26,17,Statistics and Probability,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation."
15,2019,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA298068,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.2,SR,EE,7.EE.A.2,Determine an equivalent expression to a given expression representing a real-world context.,1,43,29,14,Expressions and Equations,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that “increase by 5%” is the same as “multiply by 1.05.” A shirt at a clothing store is on sale for 20% off the regular price, “p”. The discount can be expressed as 0.2p. The new price for the shirt can be expressed as p – 0.2p or 0.8p."
16,2019,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA703932370,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.B.4,SR,GE,7.G.B.4,Determine the circumference and the area of a given circle.,2,71,61,10,Geometry,Circles and measurement
17,2019,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA301853,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.1,SA,EE,7.EE.A.1,Use the distributive property to simplify a linear expression.,1,21,25,-4,Expressions and Equations,"Apply properties of operations to add, subtract, factor, and expand linear expressions with rational coefficients. For example, 4x + 2 = 2(2x +1) and -3(x –5∕3) = -3x + 5."
18,2019,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA713849144,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.7,SR,SP,7.SP.C.7,"Using a uniform probability model, determine the probabilities of events expressed as decimals, fractions, or percents.",1,38,34,4,Statistics and Probability,"Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy."
19,2019,20,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA713847985,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.3,SR,RP,7.RP.A.3,Solve a multi-step percent problem using proportional relationships involving markdowns.,1,38,32,6,Ratios and Proportional Relationships,"Use proportional relationships to solve multi-step ratio, rate, and percent problems. For example: simple interest, tax, price increases and discounts, gratuities and commissions, fees, percent increase and decrease, percent error."
20,2019,21,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.1,SR,NS,7.NS.A.1,Determine which addition expression is equivalent to a given subtraction expression.,1,60,58,2,The Number System,Apply and extend previous understandings of addition and subtraction to add and subtract integers and other rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.
21,2019,22,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.2,SR,EE,7.EE.A.2,Determine which expression is equivalent to a given expression.,1,60,51,9,Expressions and Equations,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that “increase by 5%” is the same as “multiply by 1.05.” A shirt at a clothing store is on sale for 20% off the regular price, “p”. The discount can be expressed as 0.2p. The new price for the shirt can be expressed as p – 0.2p or 0.8p."
22,2019,23,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.4,SA,EE,7.EE.B.4,Graph the solution set of an inequality that represents a real-world problem.,1,46,43,3,Expressions and Equations,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
23,2019,24,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.1,SR,RP,7.RP.A.1,Compute a unit rate associated with ratios of fractions in a real-world problem.,1,34,32,2,Ratios and Proportional Relationships,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas, and other quantities measured in like or different units. For example, if a person walks ½ mile in each ¼ hour, compute the unit rate as the complex fraction ½ ∕¼ miles per hour, equivalently 2 miles per hour."
24,2019,25,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SR,NS,7.NS.A.3,Solve a real-world problem that involves fractions and mixed numbers using operations.,1,57,46,11,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
25,2019,26,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.5,CR,SP,7.SP.C.5,Determine the likelihood of an event and calculate the probability of other events in a real-world context.,4,51,39,12,Statistics and Probability,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around ½ indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event."
26,2019,27,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.2,SA,NS,7.NS.A.2,"Determine the product of a negative fraction multiplied by a negative fraction, and then express the product as a rational decimal number.",2,44,45,-1,The Number System,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide integers and other rational numbers.
27,2019,28,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.B.3,SR,SP,7.SP.B.3,Express the difference between two means in terms of the mean absolute deviation.,1,37,30,7,Statistics and Probability,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability.
For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team and both distributions have similar variability (mean absolute deviation) of about 5cm. The difference between the mean heights of the two teams (10 cm) is about twice the variability (5 cm) on either team. On a dot plot, the separation between the two distributions of heights is noticeable."
28,2019,29,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.1,SR,EE,7.EE.A.1,Expand a linear expression with a rational coefficient.,1,30,38,-8,Expressions and Equations,"Apply properties of operations to add, subtract, factor, and expand linear expressions with rational coefficients. For example, 4x + 2 = 2(2x +1) and -3(x –5∕3) = -3x + 5."
29,2019,30,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.4,SA,EE,7.EE.B.4,Solve a two-step equation.,1,91,79,12,Expressions and Equations,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
30,2019,31,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SR,NS,7.NS.A.3,Convert a value from one system of measurement to another using operations.,1,86,78,8,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
31,2019,32,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.4,SA,EE,7.EE.B.4,Write an equation to model a given written scenario based on a real-world context.,1,36,29,7,Expressions and Equations,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
32,2019,33,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.2,SR,RP,7.RP.A.2,Determine which proportion represents a given real-world relationship.,1,80,63,17,Ratios and Proportional Relationships,Recognize and represent proportional relationships between quantities.
33,2019,34,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.3,SR,RP,7.RP.A.3,Determine the solution of a percent increase problem with real-world context.,1,60,55,5,Ratios and Proportional Relationships,"Use proportional relationships to solve multi-step ratio, rate, and percent problems. For example: simple interest, tax, price increases and discounts, gratuities and commissions, fees, percent increase and decrease, percent error."
34,2019,35,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.3,SA,EE,7.EE.B.3,"Solve a real-world, multi-step problem involving mixed numbers, percents, and whole numbers.",1,56,39,17,Expressions and Equations,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example, if a woman making $25 an hour gets a 10% raise, she will make an additional 1 ∕10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9¾ inches long in the center of a door that is 27½ inches wide, you will need to place the bar about 9 inches from each edge; This estimate can be used as a check on the exact computation."
35,2019,36,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.1,SA,RP,7.RP.A.1,"Determine the unit rate in a multi-step problem, given a real-world scenario.",1,41,24,17,Ratios and Proportional Relationships,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas, and other quantities measured in like or different units. For example, if a person walks ½ mile in each ¼ hour, compute the unit rate as the complex fraction ½ ∕¼ miles per hour, equivalently 2 miles per hour."
36,2019,37,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.B.5,CR,GE,7.G.B.5,Use facts about angles to write and solve equations that can be used to find the measures of unknown angles in a diagram.,4,38,34,4,Geometry,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write simple equations and use them to solve for an unknown angle in a figure."
37,2019,38,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.2,SR,RP,7.RP.A.2,Determine the unit rate in a real-world problem.,1,64,54,10,Ratios and Proportional Relationships,Recognize and represent proportional relationships between quantities.
38,2019,39,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.B.3,SA,SP,7.SP.B.3,Determine the number of data that lie between the means of two data sets.,1,26,26,0,Statistics and Probability,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability.
For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team and both distributions have similar variability (mean absolute deviation) of about 5cm. The difference between the mean heights of the two teams (10 cm) is about twice the variability (5 cm) on either team. On a dot plot, the separation between the two distributions of heights is noticeable."
39,2019,40,FALSE,,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.4,SR,EE,7.EE.B.4,Choose an expression that can be used to solve a real-world problem.,1,81,76,5,Expressions and Equations,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
40,2021,1,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA804683024,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.3,SA,EE,7.EE.B.3,Use operations with a fraction and a percentage to solve a real-world problem and represent the solution in a fraction model.,1,46,43,3,Expressions and Equations,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example, if a woman making $25 an hour gets a 10% raise, she will make an additional 1 ∕10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9¾ inches long in the center of a door that is 27½ inches wide, you will need to place the bar about 9 inches from each edge; This estimate can be used as a check on the exact computation."
41,2021,2,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA804701799,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.2,CR,NS,7.NS.A.2,Use operations with positive and negative rational numbers to solve mathematical problems.,4,38,34,4,The Number System,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide integers and other rational numbers.
42,2021,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA272445,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.1,SR,EE,7.EE.A.1,Apply the distributive property to determine which expression is equivalent to a given expression.,1,62,44,18,Expressions and Equations,"Apply properties of operations to add, subtract, factor, and expand linear expressions with rational coefficients. For example, 4x + 2 = 2(2x +1) and -3(x –5∕3) = -3x + 5."
43,2021,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA713847883,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.1,SR,RP,7.RP.A.1,Identify multiple rates associated with given fractional ratios in a real-world problem.,1,70,50,20,Ratios and Proportional Relationships,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas, and other quantities measured in like or different units. For example, if a person walks ½ mile in each ¼ hour, compute the unit rate as the complex fraction ½ ∕¼ miles per hour, equivalently 2 miles per hour."
44,2021,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA306615,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.1,SR,EE,7.EE.A.1,Apply properties of addition to determine which expression is not equivalent to a given expression.,1,46,46,0,Expressions and Equations,"Apply properties of operations to add, subtract, factor, and expand linear expressions with rational coefficients. For example, 4x + 2 = 2(2x +1) and -3(x –5∕3) = -3x + 5."
45,2021,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA282219,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.2,SR,RP,7.RP.A.2,Determine which equation models a proportional relationship shown in a table.,1,62,55,7,Ratios and Proportional Relationships,Recognize and represent proportional relationships between quantities.
46,2021,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA306486,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.A.1,SR,GE,7.G.A.1,Determine the scale used in a given real-world context.,1,72,67,5,Geometry,"Solve problems involving scale drawings of geometric figures, such as computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale."
47,2021,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA804442802,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.1,SR,NS,7.NS.A.1,Represent distance on a number line using an absolute value expression.,1,28,40,-12,The Number System,Apply and extend previous understandings of addition and subtraction to add and subtract integers and other rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.
48,2021,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA298205,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.B.4,SA,EE,7.EE.B.4,Solve an equation of the form px + q = r.,1,26,26,0,Expressions and Equations,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities."
49,2021,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA290543,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.5,SA,SP,7.SP.C.5,Determine the likelihood of an event in a real-world context.,1,58,61,-3,Statistics and Probability,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around ½ indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event."
50,2021,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA235431,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.NS.A.3,SR,NS,7.NS.A.3,"Solve a multi-step, real-world problem by converting units.",1,47,29,18,The Number System,Solve real-world and mathematical problems involving the four operations with integers and other rational numbers.2
51,2021,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA303692,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.A.1,SR,SP,7.SP.A.1,Determine which sampling strategy will produce a valid sample that represents a specific population.,1,44,37,7,Statistics and Probability," Understand that statistics can be used to gain information about a population by examining a sample of
the population; Generalizations about a population from a sample are valid only if the sample is
representative of that population. Understand that random sampling tends to produce representative
samples and support valid inferences."
52,2021,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA306596,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.6,SR,SP,7.SP.C.6,Determine which range of expected probabilities best predicts a random outcome.,1,33,44,-11,Statistics and Probability,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times."
53,2021,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA713848322,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.B.4,SR,SP,7.SP.B.4,Complete statements to compare the medians and ranges of two data sets.,1,6,20,-14,Statistics and Probability,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book."
54,2021,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA295745,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.G.B.6,CR,GE,7.G.B.6,Solve real-world problems involving area and volume for right prisms of varying dimensions.,4,17,19,-2,Geometry,"Solve real-world and mathematical problems involving area, volume, and surface area of two- and
three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms."
55,2021,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA802884644,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.C.8,SA,SP,7.SP.C.8,"Determine the probability of a compound event, given a tree diagram.",1,22,32,-10,Statistics and Probability,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation."
56,2021,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA703881868,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.RP.A.2,SA,RP,7.RP.A.2,Use proportional reasoning to solve a real-world problem and write an equation to represent the proportional relationship shown in a table.,2,58,55,3,Ratios and Proportional Relationships,Recognize and represent proportional relationships between quantities.
57,2021,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA311089,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.EE.A.2,SR,EE,7.EE.A.2,Determine which expression can be used to represent a real-world problem involving area.,1,14,26,-12,Expressions and Equations,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that “increase by 5%” is the same as “multiply by 1.05.” A shirt at a clothing store is on sale for 20% off the regular price, “p”. The discount can be expressed as 0.2p. The new price for the shirt can be expressed as p – 0.2p or 0.8p."
58,2021,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%207&view=ALL&itemUIN=MA713848308,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=7.SP.A.2,SA,SP,7.SP.A.2,Use data from a random sample to draw an inference about a population and create a bar graph to represent the inference.,1,39,22,17,Statistics and Probability,"Use data from a random sample to draw inferences about a population with an unknown characteristic
of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in
estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be."
