,year,number,released,item_library_URL,standard_map_URL,type,reporting category,standard,item description,pts,school%,state%,school_state_diff,Reporting Category,Standard Description
42,2021,3,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA804155665,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.4,SR,GE,8.G.A.4,"Determine which transformations of a figure result in a figure that is either congruent, or similar but not congruent.",1,22,33,-11,Geometry,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the
first by a sequence of rotations, reflections, translations, and dilations. Given two similar twodimensional figures, describe a sequence that exhibits the similarity between them."
43,2021,4,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA311422,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.A.3,SR,NSEE,8.EE.A.3,"Given two numbers, each expressed as a single digit multiplied by an integer power of 10, determine by what value one of the numbers must be multiplied to obtain the other.",1,59,56,3,Expressions and Equations,"Use numbers expressed in the form of a single digit multiplied by an integer power of 10 to estimate very large or very small quantities, and express how many times as much one is than the other. For example, estimate the population of the United States as 3 X 10^8 and the population of the world as 7 X 10^9 , and determine that the world population is more than 20 times larger."
44,2021,5,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA800475061,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.A.3,SA,FN,8.F.A.3,Determine whether given equations are linear or nonlinear functions.,1,38,41,-3,Functions,"Interpret the equation y = mx + b as defining a linear function whose graph is a straight line; give examples of functions that are not linear. For example, the function A = s2 giving the area of a square as a function of its side length is not linear because its graph contains the points (1, 1), (2, 4) and (3, 9), which are not on a straight line."
45,2021,6,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA307425,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.C.8,SA,NSEE,8.EE.C.8,Determine one of the values of the solution to a pair of linear equations.,1,27,27,0,Expressions and Equations,Analyze and solve pairs of simultaneous linear equations.
46,2021,7,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA304463,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.NS.A.1,SR,NSEE,8.NS.A.1,Determine whether a number is rational or irrational.,1,16,31,-15,The Number System,"Know that numbers that are not rational are called irrational. Understand informally that every number
has a decimal expansion. For rational numbers show that the decimal expansion repeats eventually, and
convert a decimal expansion which repeats eventually into a rational number."
47,2021,8,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA704855478,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.C.7,CR,NSEE,8.EE.C.7,"Solve linear equations in one variable and create a linear equation, given the number of solutions.",4,34,33,1,Expressions and Equations,Solve linear equations in one variable.
48,2021,9,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA228379,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.B.4,SA,FN,8.F.B.4,"Find the missing y-value in a table containing (x, y) values that represent the relationship in a linear function.",1,89,81,8,Functions,"Construct a function to model a linear relationship between two quantities. Determine the rate of change and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values."
49,2021,10,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA283255,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.NS.A.2,SR,NSEE,8.NS.A.2,Determine which list orders rational and irrational numbers from least to greatest.,1,76,62,14,The Number System,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., pi^2 ). For example, by truncating the decimal expansion of show that is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations."
50,2021,11,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA800475590,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.B.5,SR,FN,8.F.B.5,Determine which graph represents an increasing linear function.,1,78,81,-3,Functions,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally."
51,2021,12,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA804543815,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.B.7,SA,GE,8.G.B.7,Write an equation showing the relationship between the side lengths of a right triangle in a real-world context.,1,57,41,16,Geometry,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.
52,2021,13,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA307539,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.3,SR,GE,8.G.A.3,Determine the coordinates of the image of a point on a line segment after the line segment has been reflected over the y-axis.,1,35,40,-5,Geometry,"Describe the effects of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates."
53,2021,14,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA800744715,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.B.6,SA,NSEE,8.EE.B.6,"Determine the equation of a line, given a point on the line and its y-intercept.",1,18,22,-4,Expressions and Equations,Use similar triangles to explain why the slope m is the same between any two distinct points on a nonvertical line in the coordinate plane. Derive the equation y = mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b.
54,2021,15,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA800754030,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.EE.B.5,SA,NSEE,8.EE.B.5,Graph a proportional relationship based on a real-world context.,1,63,57,6,Expressions and Equations,". Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed."
55,2021,16,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA804535094,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.5,SR,GE,8.G.A.5,Determine the measures of three angles shown in a diagram consisting of parallel lines intersected by a transversal.,1,41,34,7,Geometry,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so."
56,2021,17,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA311437,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.A.2,CR,GE,8.G.A.2,Describe the transformation on a quadrilateral that produced a given image and demonstrate an understanding of the preservation of congruence.,4,33,36,-3,Geometry,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations. Given two congruent figures, describe a sequence that exhibits the congruence between them."
57,2021,18,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA800675775,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.F.A.1,SA,FN,8.F.A.1,"Determine which graphs represent functions, and find the missing x-value in a table of (x, y) values that would show that y is not a function of x.",2,11,24,-13,Functions,"Understand that a function is a rule that assigns to each input exactly one output. The graph of a
function is the set of ordered pairs consisting of an input and the corresponding output."
58,2021,19,TRUE,https://mcas.digitalitemlibrary.com/home?subject=Math&grades=Grade%208&view=ALL&itemUIN=MA287597,http://www.doe.mass.edu/frameworks/search/Map.aspx?ST_CIS_CODE=8.G.C.9,SR,GE,8.G.C.9,Determine the volume of a cylinder in a real-world context.,1,59,51,8,Geometry,"Know the formulas for the volumes of cones, cylinders, and spheres, and use them to solve real-world and mathematical problems."
